Azure Service,Workload Category,Criticality,RTO Band,RPO Band,Custom RTO Upper Bound,Custom RPO Upper Bound,Recommended HA Strategy,Recommended DR Strategy,Recommended Architecture Pattern,Recommended Replication Approach,Recommended Failover Method,Recommendation Scope,Delivers Local Resiliency,Delivers Zonal Resiliency,Delivers Regional Resiliency,Why This Fits,Key Caveats,Operational Prerequisites,Cost Level,Complexity Level,Primary Diagram Link,Primary Documentation Link,Decision Confidence,Date Reviewed,Region Preference,Topology Preference,Cost Sensitivity,Simplicity vs Resilience
Azure Service Bus,Messaging,Critical,Band C,Band C,01:00,00:15,Use Premium with zone-resilient deployment,Prefer Geo-Replication for DR; use metadata Geo-DR only if message loss is acceptable,Premium namespace with secondary region pairing,Geo-Replication if message data must survive; metadata-only Geo-DR otherwise,Manual promotion/failover,Both,Yes,Yes,Yes,Fits enterprise messaging where preserving broker behavior and message durability matters.,Metadata Geo-DR does not replicate messages and RBAC/network settings are not fully mirrored.,"Premium tier, alias strategy, RBAC duplication, promotion runbook",Medium,Medium,https://learn.microsoft.com/en-us/azure/service-bus-messaging/service-bus-geo-dr,https://learn.microsoft.com/en-us/azure/reliability/reliability-service-bus,High,2026-03-25,Multiple Regions,Active-Active,Low,Balanced
Azure Service Bus,Messaging,Critical,Band C,Band C,01:00,00:15,Use Premium with zone-resilient deployment,Prefer Geo-Replication for DR; use metadata Geo-DR only if message loss is acceptable,Premium namespace with secondary region pairing,Geo-Replication if message data must survive; metadata-only Geo-DR otherwise,Manual promotion/failover,Both,Yes,Yes,Yes,Fits enterprise messaging where preserving broker behavior and message durability matters.,Metadata Geo-DR does not replicate messages and RBAC/network settings are not fully mirrored.,"Premium tier, alias strategy, RBAC duplication, promotion runbook",Medium,Medium,https://learn.microsoft.com/en-us/azure/service-bus-messaging/service-bus-geo-dr,https://learn.microsoft.com/en-us/azure/reliability/reliability-service-bus,High,2026-03-25,Multiple Regions,Active-Active,Low,Resilience
Azure Service Bus,Messaging,Critical,Band C,Band C,01:00,00:15,Use Premium with zone-resilient deployment,Prefer Geo-Replication for DR; use metadata Geo-DR only if message loss is acceptable,Premium namespace with secondary region pairing,Geo-Replication if message data must survive; metadata-only Geo-DR otherwise,Manual promotion/failover,Both,Yes,Yes,Yes,Fits enterprise messaging where preserving broker behavior and message durability matters.,Metadata Geo-DR does not replicate messages and RBAC/network settings are not fully mirrored.,"Premium tier, alias strategy, RBAC duplication, promotion runbook",Medium,Medium,https://learn.microsoft.com/en-us/azure/service-bus-messaging/service-bus-geo-dr,https://learn.microsoft.com/en-us/azure/reliability/reliability-service-bus,High,2026-03-25,Multiple Regions,Active-Active,Medium,Simplicity
Azure Service Bus,Messaging,Critical,Band C,Band C,01:00,00:15,Use Premium with zone-resilient deployment,Prefer Geo-Replication for DR; use metadata Geo-DR only if message loss is acceptable,Premium namespace with secondary region pairing,Geo-Replication if message data must survive; metadata-only Geo-DR otherwise,Manual promotion/failover,Both,Yes,Yes,Yes,Fits enterprise messaging where preserving broker behavior and message durability matters.,Metadata Geo-DR does not replicate messages and RBAC/network settings are not fully mirrored.,"Premium tier, alias strategy, RBAC duplication, promotion runbook",Medium,Medium,https://learn.microsoft.com/en-us/azure/service-bus-messaging/service-bus-geo-dr,https://learn.microsoft.com/en-us/azure/reliability/reliability-service-bus,High,2026-03-25,Multiple Regions,Active-Active,Medium,Balanced
Azure Service Bus,Messaging,Critical,Band C,Band C,01:00,00:15,Use Premium with zone-resilient deployment,Prefer Geo-Replication for DR; use metadata Geo-DR only if message loss is acceptable,Premium namespace with secondary region pairing,Geo-Replication if message data must survive; metadata-only Geo-DR otherwise,Manual promotion/failover,Both,Yes,Yes,Yes,Fits enterprise messaging where preserving broker behavior and message durability matters.,Metadata Geo-DR does not replicate messages and RBAC/network settings are not fully mirrored.,"Premium tier, alias strategy, RBAC duplication, promotion runbook",Medium,Medium,https://learn.microsoft.com/en-us/azure/service-bus-messaging/service-bus-geo-dr,https://learn.microsoft.com/en-us/azure/reliability/reliability-service-bus,High,2026-03-25,Multiple Regions,Active-Active,Medium,Resilience
Azure Service Bus,Messaging,Critical,Band C,Band C,01:00,00:15,Use Premium with zone-resilient deployment,Prefer Geo-Replication for DR; use metadata Geo-DR only if message loss is acceptable,Premium namespace with secondary region pairing,Geo-Replication if message data must survive; metadata-only Geo-DR otherwise,Manual promotion/failover,Both,Yes,Yes,Yes,Fits enterprise messaging where preserving broker behavior and message durability matters.,Metadata Geo-DR does not replicate messages and RBAC/network settings are not fully mirrored.,"Premium tier, alias strategy, RBAC duplication, promotion runbook",Medium,Medium,https://learn.microsoft.com/en-us/azure/service-bus-messaging/service-bus-geo-dr,https://learn.microsoft.com/en-us/azure/reliability/reliability-service-bus,High,2026-03-25,Multiple Regions,Active-Active,High,Simplicity
Azure Service Bus,Messaging,Critical,Band C,Band C,01:00,00:15,Use Premium with zone-resilient deployment,Prefer Geo-Replication for DR; use metadata Geo-DR only if message loss is acceptable,Premium namespace with secondary region pairing,Geo-Replication if message data must survive; metadata-only Geo-DR otherwise,Manual promotion/failover,Both,Yes,Yes,Yes,Fits enterprise messaging where preserving broker behavior and message durability matters.,Metadata Geo-DR does not replicate messages and RBAC/network settings are not fully mirrored.,"Premium tier, alias strategy, RBAC duplication, promotion runbook",Medium,Medium,https://learn.microsoft.com/en-us/azure/service-bus-messaging/service-bus-geo-dr,https://learn.microsoft.com/en-us/azure/reliability/reliability-service-bus,High,2026-03-25,Multiple Regions,Active-Active,High,Balanced
Azure Service Bus,Messaging,Critical,Band C,Band C,01:00,00:15,Use Premium with zone-resilient deployment,Prefer Geo-Replication for DR; use metadata Geo-DR only if message loss is acceptable,Premium namespace with secondary region pairing,Geo-Replication if message data must survive; metadata-only Geo-DR otherwise,Manual promotion/failover,Both,Yes,Yes,Yes,Fits enterprise messaging where preserving broker behavior and message durability matters.,Metadata Geo-DR does not replicate messages and RBAC/network settings are not fully mirrored.,"Premium tier, alias strategy, RBAC duplication, promotion runbook",Medium,Medium,https://learn.microsoft.com/en-us/azure/service-bus-messaging/service-bus-geo-dr,https://learn.microsoft.com/en-us/azure/reliability/reliability-service-bus,High,2026-03-25,Multiple Regions,Active-Active,High,Resilience
Azure Service Bus,Messaging,Critical,Band C,Band C,01:00,00:15,Use Premium with zone-resilient deployment,Prefer Geo-Replication for DR; use metadata Geo-DR only if message loss is acceptable,Premium namespace with secondary region pairing,Geo-Replication if message data must survive; metadata-only Geo-DR otherwise,Manual promotion/failover,Both,Yes,Yes,Yes,Fits enterprise messaging where preserving broker behavior and message durability matters.,Metadata Geo-DR does not replicate messages and RBAC/network settings are not fully mirrored.,"Premium tier, alias strategy, RBAC duplication, promotion runbook",Medium,Medium,https://learn.microsoft.com/en-us/azure/service-bus-messaging/service-bus-geo-dr,https://learn.microsoft.com/en-us/azure/reliability/reliability-service-bus,High,2026-03-25,Multiple Regions,Active-Passive (Hot Standby),Low,Simplicity
Azure Service Bus,Messaging,Critical,Band C,Band C,01:00,00:15,Use Premium with zone-resilient deployment,Prefer Geo-Replication for DR; use metadata Geo-DR only if message loss is acceptable,Premium namespace with secondary region pairing,Geo-Replication if message data must survive; metadata-only Geo-DR otherwise,Manual promotion/failover,Both,Yes,Yes,Yes,Fits enterprise messaging where preserving broker behavior and message durability matters.,Metadata Geo-DR does not replicate messages and RBAC/network settings are not fully mirrored.,"Premium tier, alias strategy, RBAC duplication, promotion runbook",Medium,Medium,https://learn.microsoft.com/en-us/azure/service-bus-messaging/service-bus-geo-dr,https://learn.microsoft.com/en-us/azure/reliability/reliability-service-bus,High,2026-03-25,Multiple Regions,Active-Passive (Hot Standby),Low,Balanced
Azure Service Bus,Messaging,Critical,Band C,Band C,01:00,00:15,Use Premium with zone-resilient deployment,Prefer Geo-Replication for DR; use metadata Geo-DR only if message loss is acceptable,Premium namespace with secondary region pairing,Geo-Replication if message data must survive; metadata-only Geo-DR otherwise,Manual promotion/failover,Both,Yes,Yes,Yes,Fits enterprise messaging where preserving broker behavior and message durability matters.,Metadata Geo-DR does not replicate messages and RBAC/network settings are not fully mirrored.,"Premium tier, alias strategy, RBAC duplication, promotion runbook",Medium,Medium,https://learn.microsoft.com/en-us/azure/service-bus-messaging/service-bus-geo-dr,https://learn.microsoft.com/en-us/azure/reliability/reliability-service-bus,High,2026-03-25,Multiple Regions,Active-Passive (Hot Standby),Low,Resilience
Azure Service Bus,Messaging,Critical,Band C,Band C,01:00,00:15,Use Premium with zone-resilient deployment,Prefer Geo-Replication for DR; use metadata Geo-DR only if message loss is acceptable,Premium namespace with secondary region pairing,Geo-Replication if message data must survive; metadata-only Geo-DR otherwise,Manual promotion/failover,Both,Yes,Yes,Yes,Fits enterprise messaging where preserving broker behavior and message durability matters.,Metadata Geo-DR does not replicate messages and RBAC/network settings are not fully mirrored.,"Premium tier, alias strategy, RBAC duplication, promotion runbook",Medium,Medium,https://learn.microsoft.com/en-us/azure/service-bus-messaging/service-bus-geo-dr,https://learn.microsoft.com/en-us/azure/reliability/reliability-service-bus,High,2026-03-25,Multiple Regions,Active-Passive (Hot Standby),Medium,Simplicity
Azure Service Bus,Messaging,Critical,Band C,Band C,01:00,00:15,Use Premium with zone-resilient deployment,Prefer Geo-Replication for DR; use metadata Geo-DR only if message loss is acceptable,Premium namespace with secondary region pairing,Geo-Replication if message data must survive; metadata-only Geo-DR otherwise,Manual promotion/failover,Both,Yes,Yes,Yes,Fits enterprise messaging where preserving broker behavior and message durability matters.,Metadata Geo-DR does not replicate messages and RBAC/network settings are not fully mirrored.,"Premium tier, alias strategy, RBAC duplication, promotion runbook",Medium,Medium,https://learn.microsoft.com/en-us/azure/service-bus-messaging/service-bus-geo-dr,https://learn.microsoft.com/en-us/azure/reliability/reliability-service-bus,High,2026-03-25,Multiple Regions,Active-Passive (Hot Standby),Medium,Balanced
Azure Service Bus,Messaging,Critical,Band C,Band C,01:00,00:15,Use Premium with zone-resilient deployment,Prefer Geo-Replication for DR; use metadata Geo-DR only if message loss is acceptable,Premium namespace with secondary region pairing,Geo-Replication if message data must survive; metadata-only Geo-DR otherwise,Manual promotion/failover,Both,Yes,Yes,Yes,Fits enterprise messaging where preserving broker behavior and message durability matters.,Metadata Geo-DR does not replicate messages and RBAC/network settings are not fully mirrored.,"Premium tier, alias strategy, RBAC duplication, promotion runbook",Medium,Medium,https://learn.microsoft.com/en-us/azure/service-bus-messaging/service-bus-geo-dr,https://learn.microsoft.com/en-us/azure/reliability/reliability-service-bus,High,2026-03-25,Multiple Regions,Active-Passive (Hot Standby),Medium,Resilience
Azure Service Bus,Messaging,Critical,Band C,Band C,01:00,00:15,Use Premium with zone-resilient deployment,Prefer Geo-Replication for DR; use metadata Geo-DR only if message loss is acceptable,Premium namespace with secondary region pairing,Geo-Replication if message data must survive; metadata-only Geo-DR otherwise,Manual promotion/failover,Both,Yes,Yes,Yes,Fits enterprise messaging where preserving broker behavior and message durability matters.,Metadata Geo-DR does not replicate messages and RBAC/network settings are not fully mirrored.,"Premium tier, alias strategy, RBAC duplication, promotion runbook",Medium,Medium,https://learn.microsoft.com/en-us/azure/service-bus-messaging/service-bus-geo-dr,https://learn.microsoft.com/en-us/azure/reliability/reliability-service-bus,High,2026-03-25,Multiple Regions,Active-Passive (Hot Standby),High,Simplicity
Azure Service Bus,Messaging,Critical,Band C,Band C,01:00,00:15,Use Premium with zone-resilient deployment,Prefer Geo-Replication for DR; use metadata Geo-DR only if message loss is acceptable,Premium namespace with secondary region pairing,Geo-Replication if message data must survive; metadata-only Geo-DR otherwise,Manual promotion/failover,Both,Yes,Yes,Yes,Fits enterprise messaging where preserving broker behavior and message durability matters.,Metadata Geo-DR does not replicate messages and RBAC/network settings are not fully mirrored.,"Premium tier, alias strategy, RBAC duplication, promotion runbook",Medium,Medium,https://learn.microsoft.com/en-us/azure/service-bus-messaging/service-bus-geo-dr,https://learn.microsoft.com/en-us/azure/reliability/reliability-service-bus,High,2026-03-25,Multiple Regions,Active-Passive (Hot Standby),High,Balanced
Azure Service Bus,Messaging,Critical,Band C,Band C,01:00,00:15,Use Premium with zone-resilient deployment,Prefer Geo-Replication for DR; use metadata Geo-DR only if message loss is acceptable,Premium namespace with secondary region pairing,Geo-Replication if message data must survive; metadata-only Geo-DR otherwise,Manual promotion/failover,Both,Yes,Yes,Yes,Fits enterprise messaging where preserving broker behavior and message durability matters.,Metadata Geo-DR does not replicate messages and RBAC/network settings are not fully mirrored.,"Premium tier, alias strategy, RBAC duplication, promotion runbook",Medium,Medium,https://learn.microsoft.com/en-us/azure/service-bus-messaging/service-bus-geo-dr,https://learn.microsoft.com/en-us/azure/reliability/reliability-service-bus,High,2026-03-25,Multiple Regions,Active-Passive (Hot Standby),High,Resilience
Azure Service Bus,Messaging,Critical,Band C,Band C,01:00,00:15,Use Premium with zone-resilient deployment,Prefer Geo-Replication for DR; use metadata Geo-DR only if message loss is acceptable,Premium namespace with secondary region pairing,Geo-Replication if message data must survive; metadata-only Geo-DR otherwise,Manual promotion/failover,Both,Yes,Yes,Yes,Fits enterprise messaging where preserving broker behavior and message durability matters.,Metadata Geo-DR does not replicate messages and RBAC/network settings are not fully mirrored.,"Premium tier, alias strategy, RBAC duplication, promotion runbook",Medium,Medium,https://learn.microsoft.com/en-us/azure/service-bus-messaging/service-bus-geo-dr,https://learn.microsoft.com/en-us/azure/reliability/reliability-service-bus,High,2026-03-25,Multiple Regions,Active-Passive (Cold Standby),Low,Simplicity
Azure Service Bus,Messaging,Critical,Band C,Band C,01:00,00:15,Use Premium with zone-resilient deployment,Prefer Geo-Replication for DR; use metadata Geo-DR only if message loss is acceptable,Premium namespace with secondary region pairing,Geo-Replication if message data must survive; metadata-only Geo-DR otherwise,Manual promotion/failover,Both,Yes,Yes,Yes,Fits enterprise messaging where preserving broker behavior and message durability matters.,Metadata Geo-DR does not replicate messages and RBAC/network settings are not fully mirrored.,"Premium tier, alias strategy, RBAC duplication, promotion runbook",Medium,Medium,https://learn.microsoft.com/en-us/azure/service-bus-messaging/service-bus-geo-dr,https://learn.microsoft.com/en-us/azure/reliability/reliability-service-bus,High,2026-03-25,Multiple Regions,Active-Passive (Cold Standby),Low,Balanced
Azure Service Bus,Messaging,Critical,Band C,Band C,01:00,00:15,Use Premium with zone-resilient deployment,Prefer Geo-Replication for DR; use metadata Geo-DR only if message loss is acceptable,Premium namespace with secondary region pairing,Geo-Replication if message data must survive; metadata-only Geo-DR otherwise,Manual promotion/failover,Both,Yes,Yes,Yes,Fits enterprise messaging where preserving broker behavior and message durability matters.,Metadata Geo-DR does not replicate messages and RBAC/network settings are not fully mirrored.,"Premium tier, alias strategy, RBAC duplication, promotion runbook",Medium,Medium,https://learn.microsoft.com/en-us/azure/service-bus-messaging/service-bus-geo-dr,https://learn.microsoft.com/en-us/azure/reliability/reliability-service-bus,High,2026-03-25,Multiple Regions,Active-Passive (Cold Standby),Low,Resilience
Azure Service Bus,Messaging,Critical,Band C,Band C,01:00,00:15,Use Premium with zone-resilient deployment,Prefer Geo-Replication for DR; use metadata Geo-DR only if message loss is acceptable,Premium namespace with secondary region pairing,Geo-Replication if message data must survive; metadata-only Geo-DR otherwise,Manual promotion/failover,Both,Yes,Yes,Yes,Fits enterprise messaging where preserving broker behavior and message durability matters.,Metadata Geo-DR does not replicate messages and RBAC/network settings are not fully mirrored.,"Premium tier, alias strategy, RBAC duplication, promotion runbook",Medium,Medium,https://learn.microsoft.com/en-us/azure/service-bus-messaging/service-bus-geo-dr,https://learn.microsoft.com/en-us/azure/reliability/reliability-service-bus,High,2026-03-25,Multiple Regions,Active-Passive (Cold Standby),Medium,Simplicity
Azure Service Bus,Messaging,Critical,Band C,Band C,01:00,00:15,Use Premium with zone-resilient deployment,Prefer Geo-Replication for DR; use metadata Geo-DR only if message loss is acceptable,Premium namespace with secondary region pairing,Geo-Replication if message data must survive; metadata-only Geo-DR otherwise,Manual promotion/failover,Both,Yes,Yes,Yes,Fits enterprise messaging where preserving broker behavior and message durability matters.,Metadata Geo-DR does not replicate messages and RBAC/network settings are not fully mirrored.,"Premium tier, alias strategy, RBAC duplication, promotion runbook",Medium,Medium,https://learn.microsoft.com/en-us/azure/service-bus-messaging/service-bus-geo-dr,https://learn.microsoft.com/en-us/azure/reliability/reliability-service-bus,High,2026-03-25,Multiple Regions,Active-Passive (Cold Standby),Medium,Balanced
Azure Service Bus,Messaging,Critical,Band C,Band C,01:00,00:15,Use Premium with zone-resilient deployment,Prefer Geo-Replication for DR; use metadata Geo-DR only if message loss is acceptable,Premium namespace with secondary region pairing,Geo-Replication if message data must survive; metadata-only Geo-DR otherwise,Manual promotion/failover,Both,Yes,Yes,Yes,Fits enterprise messaging where preserving broker behavior and message durability matters.,Metadata Geo-DR does not replicate messages and RBAC/network settings are not fully mirrored.,"Premium tier, alias strategy, RBAC duplication, promotion runbook",Medium,Medium,https://learn.microsoft.com/en-us/azure/service-bus-messaging/service-bus-geo-dr,https://learn.microsoft.com/en-us/azure/reliability/reliability-service-bus,High,2026-03-25,Multiple Regions,Active-Passive (Cold Standby),Medium,Resilience
Azure Service Bus,Messaging,Critical,Band C,Band C,01:00,00:15,Use Premium with zone-resilient deployment,Prefer Geo-Replication for DR; use metadata Geo-DR only if message loss is acceptable,Premium namespace with secondary region pairing,Geo-Replication if message data must survive; metadata-only Geo-DR otherwise,Manual promotion/failover,Both,Yes,Yes,Yes,Fits enterprise messaging where preserving broker behavior and message durability matters.,Metadata Geo-DR does not replicate messages and RBAC/network settings are not fully mirrored.,"Premium tier, alias strategy, RBAC duplication, promotion runbook",Medium,Medium,https://learn.microsoft.com/en-us/azure/service-bus-messaging/service-bus-geo-dr,https://learn.microsoft.com/en-us/azure/reliability/reliability-service-bus,High,2026-03-25,Multiple Regions,Active-Passive (Cold Standby),High,Simplicity
Azure Service Bus,Messaging,Critical,Band C,Band C,01:00,00:15,Use Premium with zone-resilient deployment,Prefer Geo-Replication for DR; use metadata Geo-DR only if message loss is acceptable,Premium namespace with secondary region pairing,Geo-Replication if message data must survive; metadata-only Geo-DR otherwise,Manual promotion/failover,Both,Yes,Yes,Yes,Fits enterprise messaging where preserving broker behavior and message durability matters.,Metadata Geo-DR does not replicate messages and RBAC/network settings are not fully mirrored.,"Premium tier, alias strategy, RBAC duplication, promotion runbook",Medium,Medium,https://learn.microsoft.com/en-us/azure/service-bus-messaging/service-bus-geo-dr,https://learn.microsoft.com/en-us/azure/reliability/reliability-service-bus,High,2026-03-25,Multiple Regions,Active-Passive (Cold Standby),High,Balanced
Azure Service Bus,Messaging,Critical,Band C,Band C,01:00,00:15,Use Premium with zone-resilient deployment,Prefer Geo-Replication for DR; use metadata Geo-DR only if message loss is acceptable,Premium namespace with secondary region pairing,Geo-Replication if message data must survive; metadata-only Geo-DR otherwise,Manual promotion/failover,Both,Yes,Yes,Yes,Fits enterprise messaging where preserving broker behavior and message durability matters.,Metadata Geo-DR does not replicate messages and RBAC/network settings are not fully mirrored.,"Premium tier, alias strategy, RBAC duplication, promotion runbook",Medium,Medium,https://learn.microsoft.com/en-us/azure/service-bus-messaging/service-bus-geo-dr,https://learn.microsoft.com/en-us/azure/reliability/reliability-service-bus,High,2026-03-25,Multiple Regions,Active-Passive (Cold Standby),High,Resilience
Azure Cosmos DB,Database,Critical,Band D,Band C,00:15,00:05,Use availability zones and multi-region account design aligned to consistency needs,Use multi-write regions where business case justifies it; otherwise use multi-region with tested failover behavior,Multi-region account with SDK-aware routing and backup strategy,Native multi-region replication based on account topology,Automatic routing for healthy regions; region offline or restore in some topologies,Both,Yes,Yes,Yes,Fits globally distributed apps that need low RTO and can invest in topology-aware design.,Single-region accounts do not meet aggressive DR targets; failover timing varies by topology and service-managed action can take an hour or more.,"Preferred regions, consistency review, private DNS validation, restore plan",High,High,,https://learn.microsoft.com/en-us/azure/cosmos-db/disaster-recovery-guidance,Medium,2026-03-25,Single Region,Active-Active,Low,Simplicity
Azure Cosmos DB,Database,Critical,Band D,Band C,00:15,00:05,Use availability zones and multi-region account design aligned to consistency needs,Use multi-write regions where business case justifies it; otherwise use multi-region with tested failover behavior,Multi-region account with SDK-aware routing and backup strategy,Native multi-region replication based on account topology,Automatic routing for healthy regions; region offline or restore in some topologies,Both,Yes,Yes,Yes,Fits globally distributed apps that need low RTO and can invest in topology-aware design.,Single-region accounts do not meet aggressive DR targets; failover timing varies by topology and service-managed action can take an hour or more.,"Preferred regions, consistency review, private DNS validation, restore plan",High,High,,https://learn.microsoft.com/en-us/azure/cosmos-db/disaster-recovery-guidance,Medium,2026-03-25,Single Region,Active-Active,Low,Balanced
Azure Cosmos DB,Database,Critical,Band D,Band C,00:15,00:05,Use availability zones and multi-region account design aligned to consistency needs,Use multi-write regions where business case justifies it; otherwise use multi-region with tested failover behavior,Multi-region account with SDK-aware routing and backup strategy,Native multi-region replication based on account topology,Automatic routing for healthy regions; region offline or restore in some topologies,Both,Yes,Yes,Yes,Fits globally distributed apps that need low RTO and can invest in topology-aware design.,Single-region accounts do not meet aggressive DR targets; failover timing varies by topology and service-managed action can take an hour or more.,"Preferred regions, consistency review, private DNS validation, restore plan",High,High,,https://learn.microsoft.com/en-us/azure/cosmos-db/disaster-recovery-guidance,Medium,2026-03-25,Single Region,Active-Active,Low,Resilience
Azure Cosmos DB,Database,Critical,Band D,Band C,00:15,00:05,Use availability zones and multi-region account design aligned to consistency needs,Use multi-write regions where business case justifies it; otherwise use multi-region with tested failover behavior,Multi-region account with SDK-aware routing and backup strategy,Native multi-region replication based on account topology,Automatic routing for healthy regions; region offline or restore in some topologies,Both,Yes,Yes,Yes,Fits globally distributed apps that need low RTO and can invest in topology-aware design.,Single-region accounts do not meet aggressive DR targets; failover timing varies by topology and service-managed action can take an hour or more.,"Preferred regions, consistency review, private DNS validation, restore plan",High,High,,https://learn.microsoft.com/en-us/azure/cosmos-db/disaster-recovery-guidance,Medium,2026-03-25,Single Region,Active-Active,Medium,Simplicity
Azure Cosmos DB,Database,Critical,Band D,Band C,00:15,00:05,Use availability zones and multi-region account design aligned to consistency needs,Use multi-write regions where business case justifies it; otherwise use multi-region with tested failover behavior,Multi-region account with SDK-aware routing and backup strategy,Native multi-region replication based on account topology,Automatic routing for healthy regions; region offline or restore in some topologies,Both,Yes,Yes,Yes,Fits globally distributed apps that need low RTO and can invest in topology-aware design.,Single-region accounts do not meet aggressive DR targets; failover timing varies by topology and service-managed action can take an hour or more.,"Preferred regions, consistency review, private DNS validation, restore plan",High,High,,https://learn.microsoft.com/en-us/azure/cosmos-db/disaster-recovery-guidance,Medium,2026-03-25,Single Region,Active-Active,Medium,Balanced
Azure Cosmos DB,Database,Critical,Band D,Band C,00:15,00:05,Use availability zones and multi-region account design aligned to consistency needs,Use multi-write regions where business case justifies it; otherwise use multi-region with tested failover behavior,Multi-region account with SDK-aware routing and backup strategy,Native multi-region replication based on account topology,Automatic routing for healthy regions; region offline or restore in some topologies,Both,Yes,Yes,Yes,Fits globally distributed apps that need low RTO and can invest in topology-aware design.,Single-region accounts do not meet aggressive DR targets; failover timing varies by topology and service-managed action can take an hour or more.,"Preferred regions, consistency review, private DNS validation, restore plan",High,High,,https://learn.microsoft.com/en-us/azure/cosmos-db/disaster-recovery-guidance,Medium,2026-03-25,Single Region,Active-Active,Medium,Resilience
Azure Cosmos DB,Database,Critical,Band D,Band C,00:15,00:05,Use availability zones and multi-region account design aligned to consistency needs,Use multi-write regions where business case justifies it; otherwise use multi-region with tested failover behavior,Multi-region account with SDK-aware routing and backup strategy,Native multi-region replication based on account topology,Automatic routing for healthy regions; region offline or restore in some topologies,Both,Yes,Yes,Yes,Fits globally distributed apps that need low RTO and can invest in topology-aware design.,Single-region accounts do not meet aggressive DR targets; failover timing varies by topology and service-managed action can take an hour or more.,"Preferred regions, consistency review, private DNS validation, restore plan",High,High,,https://learn.microsoft.com/en-us/azure/cosmos-db/disaster-recovery-guidance,Medium,2026-03-25,Single Region,Active-Active,High,Simplicity
Azure Cosmos DB,Database,Critical,Band D,Band C,00:15,00:05,Use availability zones and multi-region account design aligned to consistency needs,Use multi-write regions where business case justifies it; otherwise use multi-region with tested failover behavior,Multi-region account with SDK-aware routing and backup strategy,Native multi-region replication based on account topology,Automatic routing for healthy regions; region offline or restore in some topologies,Both,Yes,Yes,Yes,Fits globally distributed apps that need low RTO and can invest in topology-aware design.,Single-region accounts do not meet aggressive DR targets; failover timing varies by topology and service-managed action can take an hour or more.,"Preferred regions, consistency review, private DNS validation, restore plan",High,High,,https://learn.microsoft.com/en-us/azure/cosmos-db/disaster-recovery-guidance,Medium,2026-03-25,Single Region,Active-Active,High,Balanced
Azure Cosmos DB,Database,Critical,Band D,Band C,00:15,00:05,Use availability zones and multi-region account design aligned to consistency needs,Use multi-write regions where business case justifies it; otherwise use multi-region with tested failover behavior,Multi-region account with SDK-aware routing and backup strategy,Native multi-region replication based on account topology,Automatic routing for healthy regions; region offline or restore in some topologies,Both,Yes,Yes,Yes,Fits globally distributed apps that need low RTO and can invest in topology-aware design.,Single-region accounts do not meet aggressive DR targets; failover timing varies by topology and service-managed action can take an hour or more.,"Preferred regions, consistency review, private DNS validation, restore plan",High,High,,https://learn.microsoft.com/en-us/azure/cosmos-db/disaster-recovery-guidance,Medium,2026-03-25,Single Region,Active-Active,High,Resilience
Azure Cosmos DB,Database,Critical,Band D,Band C,00:15,00:05,Use availability zones and multi-region account design aligned to consistency needs,Use multi-write regions where business case justifies it; otherwise use multi-region with tested failover behavior,Multi-region account with SDK-aware routing and backup strategy,Native multi-region replication based on account topology,Automatic routing for healthy regions; region offline or restore in some topologies,Both,Yes,Yes,Yes,Fits globally distributed apps that need low RTO and can invest in topology-aware design.,Single-region accounts do not meet aggressive DR targets; failover timing varies by topology and service-managed action can take an hour or more.,"Preferred regions, consistency review, private DNS validation, restore plan",High,High,,https://learn.microsoft.com/en-us/azure/cosmos-db/disaster-recovery-guidance,Medium,2026-03-25,Single Region,Active-Passive (Hot Standby),Low,Simplicity
Azure Cosmos DB,Database,Critical,Band D,Band C,00:15,00:05,Use availability zones and multi-region account design aligned to consistency needs,Use multi-write regions where business case justifies it; otherwise use multi-region with tested failover behavior,Multi-region account with SDK-aware routing and backup strategy,Native multi-region replication based on account topology,Automatic routing for healthy regions; region offline or restore in some topologies,Both,Yes,Yes,Yes,Fits globally distributed apps that need low RTO and can invest in topology-aware design.,Single-region accounts do not meet aggressive DR targets; failover timing varies by topology and service-managed action can take an hour or more.,"Preferred regions, consistency review, private DNS validation, restore plan",High,High,,https://learn.microsoft.com/en-us/azure/cosmos-db/disaster-recovery-guidance,Medium,2026-03-25,Single Region,Active-Passive (Hot Standby),Low,Balanced
Azure Cosmos DB,Database,Critical,Band D,Band C,00:15,00:05,Use availability zones and multi-region account design aligned to consistency needs,Use multi-write regions where business case justifies it; otherwise use multi-region with tested failover behavior,Multi-region account with SDK-aware routing and backup strategy,Native multi-region replication based on account topology,Automatic routing for healthy regions; region offline or restore in some topologies,Both,Yes,Yes,Yes,Fits globally distributed apps that need low RTO and can invest in topology-aware design.,Single-region accounts do not meet aggressive DR targets; failover timing varies by topology and service-managed action can take an hour or more.,"Preferred regions, consistency review, private DNS validation, restore plan",High,High,,https://learn.microsoft.com/en-us/azure/cosmos-db/disaster-recovery-guidance,Medium,2026-03-25,Single Region,Active-Passive (Hot Standby),Low,Resilience
